YEAR,REGION,GENDER,AGE_GROUP,STUDENT_COUNT,POPULATION,STUDENTS_PER_100K
2023,Auvergne-Rhône-Alpes,F,40-44 ans,2,269093,70
2023,Auvergne-Rhône-Alpes,F,45-49 ans,,255141,
2023,Auvergne-Rhône-Alpes,F,50-54 ans,,273766,
2023,Auvergne-Rhône-Alpes,F,55-59 ans,,268450,
2023,Auvergne-Rhône-Alpes,F,60 ans ou plus,,1214097,
2023,Auvergne-Rhône-Alpes,M,20-24 ans,2,240349,80
2023,Auvergne-Rhône-Alpes,M,25-29 ans,8,230913,350
2023,Auvergne-Rhône-Alpes,M,30-34 ans,9,248724,360
2023,Auvergne-Rhône-Alpes,M,35-39 ans,6,254929,240
2023,Auvergne-Rhône-Alpes,M,40-44 ans,7,259368,270
2023,Auvergne-Rhône-Alpes,M,45-49 ans,5,254865,200
2023,Auvergne-Rhône-Alpes,M,50-54 ans,1,271042,40
2023,Auvergne-Rhône-Alpes,M,55-59 ans,,262845,
2023,Auvergne-Rhône-Alpes,M,60 ans ou plus,1,978328,10
2023,Auvergne-Rhône-Alpes,Non renseigne,25-29 ans,6,458322,130
2023,Auvergne-Rhône-Alpes,Non renseigne,30-34 ans,8,502686,160
2023,Auvergne-Rhône-Alpes,Non renseigne,35-39 ans,4,520276,80
2023,Auvergne-Rhône-Alpes,Non renseigne,40-44 ans,7,528461,130
2023,Auvergne-Rhône-Alpes,Non renseigne,45-49 ans,2,510006,40
2023,Auvergne-Rhône-Alpes,Non renseigne,50-54 ans,2,544808,40
2023,Auvergne-Rhône-Alpes,Non renseigne,55-59 ans,1,531295,20
2023,Auvergne-Rhône-Alpes,Total,20-24 ans,3,469781,60
2023,Auvergne-Rhône-Alpes,Total,25-29 ans,16,458322,350
2023,Auvergne-Rhône-Alpes,Total,30-34 ans,23,502686,460
2023,Auvergne-Rhône-Alpes,Total,35-39 ans,14,520276,270
2023,Auvergne-Rhône-Alpes,Total,40-44 ans,16,528461,300
2023,Auvergne-Rhône-Alpes,Total,45-49 ans,7,510006,140
2023,Auvergne-Rhône-Alpes,Total,50-54 ans,3,544808,60
2023,Auvergne-Rhône-Alpes,Total,55-59 ans,1,531295,20
2023,Auvergne-Rhône-Alpes,Total,60 ans ou plus,1,2192425,0
2023,Bourgogne-Franche-Comté,F,20-24 ans,,69402,
2023,Bourgogne-Franche-Comté,F,25-29 ans,,68509,
2023,Bourgogne-Franche-Comté,F,30-34 ans,2,75607,260
2023,Bourgogne-Franche-Comté,F,35-39 ans,,81304,
2023,Bourgogne-Franche-Comté,F,40-44 ans,,84668,
2023,Bourgogne-Franche-Comté,F,45-49 ans,1,84446,120
2023,Bourgogne-Franche-Comté,F,50-54 ans,,94674,
2023,Bourgogne-Franche-Comté,F,55-59 ans,,95756,
2023,Bourgogne-Franche-Comté,F,60 ans ou plus,,477652,
2023,Bourgogne-Franche-Comté,M,20-24 ans,,78562,
2023,Bourgogne-Franche-Comté,M,25-29 ans,4,71416,560
2023,Bourgogne-Franche-Comté,M,30-34 ans,2,76146,260
2023,Bourgogne-Franche-Comté,M,35-39 ans,2,79638,250
2023,Bourgogne-Franche-Comté,M,40-44 ans,1,83444,120
2023,Bourgogne-Franche-Comté,M,45-49 ans,1,83446,120
2023,Bourgogne-Franche-Comté,M,50-54 ans,,93596,
2023,Bourgogne-Franche-Comté,M,55-59 ans,2,93807,210
2023,Bourgogne-Franche-Comté,M,60 ans ou plus,,388112,
2023,Bourgogne-Franche-Comté,Non renseigne,20-24 ans,1,147964,70
2023,Bourgogne-Franche-Comté,Non renseigne,30-34 ans,1,151753,70
2023,Bourgogne-Franche-Comté,Total,20-24 ans,1,147964,70
2023,Bourgogne-Franche-Comté,Total,25-29 ans,4,139925,290
2023,Bourgogne-Franche-Comté,Total,30-34 ans,5,151753,330
2023,Bourgogne-Franche-Comté,Total,35-39 ans,2,160942,120
2023,Bourgogne-Franche-Comté,Total,40-44 ans,1,168112,60
2023,Bourgogne-Franche-Comté,Total,45-49 ans,2,167892,120
2023,Bourgogne-Franche-Comté,Total,50-54 ans,,188270,
2023,Bourgogne-Franche-Comté,Total,55-59 ans,2,189563,110
2023,Bourgogne-Franche-Comté,Total,60 ans ou plus,,865764,
2023,Bretagne,F,20-24 ans,,88884,
2023,Bretagne,F,25-29 ans,,84382,
2023,Bretagne,F,30-34 ans,2,92742,220
2023,Bretagne,F,35-39 ans,1,100308,100
2023,Bretagne,F,40-44 ans,,106924,
2023,Bretagne,F,45-49 ans,1,106033,90
2023,Bretagne,F,50-54 ans,,115952,
2023,Bretagne,F,55-59 ans,,114678,
2023,Bretagne,F,60 ans ou plus,,579923,
2023,Bretagne,M,20-24 ans,,97142,
2023,Bretagne,M,25-29 ans,4,88364,450
2023,Bretagne,M,30-34 ans,1,93617,110
2023,Bretagne,M,35-39 ans,,98437,
2023,Bretagne,M,40-44 ans,1,105237,100
2023,Bretagne,M,45-49 ans,1,106882,90
2023,Bretagne,M,50-54 ans,1,115362,90
2023,Bretagne,M,55-59 ans,1,111701,90
2023,Bretagne,M,60 ans ou plus,,461689,
2023,Bretagne,Non renseigne,25-29 ans,6,172746,350
2023,Bretagne,Non renseigne,30-34 ans,4,186359,210
2023,Bretagne,Non renseigne,35-39 ans,3,198745,150
2023,Bretagne,Non renseigne,40-44 ans,4,212161,190
2023,Bretagne,Non renseigne,45-49 ans,1,212915,50
2023,Bretagne,Non renseigne,50-54 ans,2,231314,90
2023,Bretagne,Total,20-24 ans,,186026,
2023,Bretagne,Total,25-29 ans,10,172746,580
2023,Bretagne,Total,30-34 ans,7,186359,380
2023,Bretagne,Total,35-39 ans,4,198745,200
2023,Bretagne,Total,40-44 ans,5,212161,240
2023,Bretagne,Total,45-49 ans,3,212915,140
2023,Bretagne,Total,50-54 ans,3,231314,130
2023,Bretagne,Total,55-59 ans,1,226379,40
2023,Bretagne,Total,60 ans ou plus,,1041612,
2023,Centre-Val de Loire,F,20-24 ans,,64035,
2023,Centre-Val de Loire,F,25-29 ans,1,63428,160
2023,Centre-Val de Loire,F,30-34 ans,2,72125,280
2023,Centre-Val de Loire,F,35-39 ans,1,76632,130
2023,Centre-Val de Loire,F,40-44 ans,,78967,
2023,Centre-Val de Loire,F,45-49 ans,,79068,
2023,Centre-Val de Loire,F,50-54 ans,,88707,
2023,Centre-Val de Loire,F,55-59 ans,,87891,
2023,Centre-Val de Loire,F,60 ans ou plus,,429391,
2023,Centre-Val de Loire,M,20-24 ans,2,68938,290
2023,Centre-Val de Loire,M,25-29 ans,5,64319,780
2023,Centre-Val de Loire,M,30-34 ans,2,69682,290
2023,Centre-Val de Loire,M,35-39 ans,1,73080,140
2023,Centre-Val de Loire,M,40-44 ans,,76140,
2023,Centre-Val de Loire,M,45-49 ans,2,77595,260
2023,Centre-Val de Loire,M,50-54 ans,1,86220,120
2023,Centre-Val de Loire,M,55-59 ans,1,84737,120
2023,Centre-Val de Loire,M,60 ans ou plus,1,347476,30
2023,Centre-Val de Loire,Non renseigne,25-29 ans,2,127747,160
2023,Centre-Val de Loire,Non renseigne,30-34 ans,2,141807,140
2023,Centre-Val de Loire,Non renseigne,40-44 ans,1,155107,60
2023,Centre-Val de Loire,Non renseigne,45-49 ans,1,156663,60
2023,Centre-Val de Loire,Total,20-24 ans,2,132973,150
2023,Centre-Val de Loire,Total,25-29 ans,8,127747,630
2023,Centre-Val de Loire,Total,30-34 ans,6,141807,420
2023,Centre-Val de Loire,Total,35-39 ans,2,149712,130
2023,Centre-Val de Loire,Total,40-44 ans,1,155107,60
2023,Centre-Val de Loire,Total,45-49 ans,3,156663,190
2023,Centre-Val de Loire,Total,50-54 ans,1,174927,60
2023,Centre-Val de Loire,Total,55-59 ans,1,172628,60
2023,Centre-Val de Loire,Total,60 ans ou plus,1,776867,10
2023,Corse,F,20-24 ans,,8048,
2023,Corse,F,25-29 ans,,8828,
2023,Corse,F,30-34 ans,,10824,
2023,Corse,F,35-39 ans,,11488,
2023,Corse,F,40-44 ans,,12256,
2023,Corse,F,45-49 ans,,11710,
2023,Corse,F,50-54 ans,,12544,
2023,Corse,F,55-59 ans,,12267,
2023,Corse,F,60 ans ou plus,,59976,
2023,Corse,M,20-24 ans,,8181,
2023,Corse,M,25-29 ans,,8330,
2023,Corse,M,30-34 ans,,10458,
2023,Corse,M,35-39 ans,,10441,
2023,Corse,M,40-44 ans,,11541,
2023,Corse,M,45-49 ans,,11025,
2023,Corse,M,50-54 ans,,12404,
2023,Corse,M,55-59 ans,,11883,
2023,Corse,M,60 ans ou plus,,51099,
2023,Corse,Total,20-24 ans,,16229,
2023,Corse,Total,25-29 ans,,17158,
2023,Corse,Total,30-34 ans,,21282,
2023,Corse,Total,35-39 ans,,21929,
2023,Corse,Total,40-44 ans,,23797,
2023,Corse,Total,45-49 ans,,22735,
2023,Corse,Total,50-54 ans,,24948,
2023,Corse,Total,55-59 ans,,24150,
2023,Corse,Total,60 ans ou plus,,111075,
2023,DROM,F,20-24 ans,,65224,
2023,DROM,F,25-29 ans,,64847,
2023,DROM,F,30-34 ans,,74264,
2023,DROM,F,35-39 ans,1,74594,130
2023,DROM,F,40-44 ans,1,73571,140
2023,DROM,F,45-49 ans,1,72174,140
2023,DROM,F,50-54 ans,,76952,
2023,DROM,F,55-59 ans,,78240,
2023,DROM,F,60 ans ou plus,,251236,
2023,DROM,M,20-24 ans,,60563,
2023,DROM,M,25-29 ans,,51623,
2023,DROM,M,30-34 ans,,57479,
2023,DROM,M,35-39 ans,1,58401,170
2023,DROM,M,40-44 ans,,58283,
2023,DROM,M,45-49 ans,,60939,
2023,DROM,M,50-54 ans,1,67830,150
2023,DROM,M,55-59 ans,,70914,
2023,DROM,M,60 ans ou plus,,209167,
2023,DROM,Non renseigne,20-24 ans,1,125787,80
2023,DROM,Non renseigne,35-39 ans,1,132995,80
2023,DROM,Total,20-24 ans,1,125787,80
2023,DROM,Total,25-29 ans,,116470,
2023,DROM,Total,30-34 ans,,131743,
2023,DROM,Total,35-39 ans,3,132995,230
2023,DROM,Total,40-44 ans,1,131854,80
2023,DROM,Total,45-49 ans,1,133113,80
2023,DROM,Total,50-54 ans,1,144782,70
2023,DROM,Total,55-59 ans,,149154,
2023,DROM,Total,60 ans ou plus,,460403,
2023,Grand Est,F,20-24 ans,,153559,
2023,Grand Est,F,25-29 ans,4,150914,270
2023,Grand Est,F,30-34 ans,1,166240,60
2023,Grand Est,F,35-39 ans,2,174501,110
2023,Grand Est,F,40-44 ans,,176650,
2023,Grand Est,F,45-49 ans,,170113,
2023,Grand Est,F,50-54 ans,,188776,
2023,Grand Est,F,55-59 ans,,192436,
2023,Grand Est,F,60 ans ou plus,,864234,
2023,Grand Est,M,20-24 ans,1,165962,60
2023,Grand Est,M,25-29 ans,6,156200,380
2023,Grand Est,M,30-34 ans,10,165680,600
2023,Grand Est,M,35-39 ans,3,169548,180
2023,Grand Est,M,40-44 ans,4,172810,230
2023,Grand Est,M,45-49 ans,,169185,
2023,Grand Est,M,50-54 ans,1,186265,50
2023,Grand Est,M,55-59 ans,1,186427,50
2023,Grand Est,M,60 ans ou plus,,700403,
2023,Grand Est,Non renseigne,20-24 ans,1,319521,30
2023,Grand Est,Non renseigne,25-29 ans,4,307114,130
2023,Grand Est,Non renseigne,30-34 ans,4,331920,120
2023,Grand Est,Non renseigne,35-39 ans,2,344049,60
2023,Grand Est,Non renseigne,40-44 ans,1,349460,30
2023,Grand Est,Non renseigne,45-49 ans,2,339298,60
2023,Grand Est,Non renseigne,50-54 ans,1,375041,30
2023,Grand Est,Non renseigne,55-59 ans,1,378863,30
2023,Grand Est,Total,20-24 ans,2,319521,60
2023,Grand Est,Total,25-29 ans,14,307114,460
2023,Grand Est,Total,30-34 ans,15,331920,450
2023,Grand Est,Total,35-39 ans,7,344049,200
2023,Grand Est,Total,40-44 ans,5,349460,140
2023,Grand Est,Total,45-49 ans,2,339298,60
2023,Grand Est,Total,50-54 ans,2,375041,50
2023,Grand Est,Total,55-59 ans,2,378863,50
2023,Grand Est,Total,60 ans ou plus,,1564637,
2023,Hauts-de-France,F,20-24 ans,1,181465,60
2023,Hauts-de-France,F,25-29 ans,4,167276,240
2023,Hauts-de-France,F,30-34 ans,5,181350,280
2023,Hauts-de-France,F,35-39 ans,3,193965,150
2023,Hauts-de-France,F,40-44 ans,2,194079,100
2023,Hauts-de-France,F,45-49 ans,1,187192,50
2023,Hauts-de-France,F,50-54 ans,2,196655,100
2023,Hauts-de-France,F,55-59 ans,,192990,
2023,Hauts-de-France,F,60 ans ou plus,,860783,
2023,Hauts-de-France,M,20-24 ans,2,187492,110
2023,Hauts-de-France,M,25-29 ans,6,166604,360
2023,Hauts-de-France,M,30-34 ans,9,177744,510
2023,Hauts-de-France,M,35-39 ans,5,186747,270
2023,Hauts-de-France,M,40-44 ans,4,189538,210
2023,Hauts-de-France,M,45-49 ans,2,185847,110
2023,Hauts-de-France,M,50-54 ans,2,193496,100
2023,Hauts-de-France,M,55-59 ans,1,186651,50
2023,Hauts-de-France,M,60 ans ou plus,1,666952,10
2023,Hauts-de-France,Non renseigne,20-24 ans,1,368957,30
2023,Hauts-de-France,Non renseigne,25-29 ans,2,333880,60
2023,Hauts-de-France,Non renseigne,30-34 ans,5,359094,140
2023,Hauts-de-France,Non renseigne,35-39 ans,6,380712,160
2023,Hauts-de-France,Non renseigne,40-44 ans,1,383617,30
2023,Hauts-de-France,Non renseigne,45-49 ans,1,373039,30
2023,Hauts-de-France,Non renseigne,50-54 ans,3,390151,80
2023,Hauts-de-France,Total,20-24 ans,4,368957,110
2023,Hauts-de-France,Total,25-29 ans,12,333880,360
2023,Hauts-de-France,Total,30-34 ans,19,359094,530
2023,Hauts-de-France,Total,35-39 ans,14,380712,370
2023,Hauts-de-France,Total,40-44 ans,7,383617,180
2023,Hauts-de-France,Total,45-49 ans,4,373039,110
2023,Hauts-de-France,Total,50-54 ans,7,390151,180
2023,Hauts-de-France,Total,55-59 ans,1,379641,30
2023,Hauts-de-France,Total,60 ans ou plus,1,1527735,10
2023,Normandie,F,20-24 ans,1,89147,110
2023,Normandie,F,25-29 ans,,85151,
2023,Normandie,F,30-34 ans,2,94304,210
2023,Normandie,F,35-39 ans,2,101301,200
2023,Normandie,F,40-44 ans,1,102550,100
2023,Normandie,F,45-49 ans,2,100451,200
2023,Normandie,F,50-54 ans,1,110586,90
2023,Normandie,F,55-59 ans,,112449,
2023,Normandie,F,60 ans ou plus,,550303,
2023,Normandie,M,20-24 ans,,95268,
2023,Normandie,M,25-29 ans,6,86765,690
2023,Normandie,M,30-34 ans,2,93525,210
2023,Normandie,M,35-39 ans,1,97527,100
2023,Normandie,M,40-44 ans,2,100239,200
2023,Normandie,M,45-49 ans,1,97880,100
2023,Normandie,M,50-54 ans,2,108188,180
2023,Normandie,M,55-59 ans,,107234,
2023,Normandie,M,60 ans ou plus,,434121,
2023,Normandie,Non renseigne,30-34 ans,3,187829,160
2023,Normandie,Non renseigne,35-39 ans,4,198828,200
2023,Normandie,Non renseigne,40-44 ans,1,202789,50
2023,Normandie,Non renseigne,45-49 ans,1,198331,50
2023,Normandie,Non renseigne,50-54 ans,1,218774,50
2023,Normandie,Total,20-24 ans,1,184415,50
2023,Normandie,Total,25-29 ans,6,171916,350
2023,Normandie,Total,30-34 ans,7,187829,370
2023,Normandie,Total,35-39 ans,7,198828,350
2023,Normandie,Total,40-44 ans,4,202789,200
2023,Normandie,Total,45-49 ans,4,198331,200
2023,Normandie,Total,50-54 ans,4,218774,180
2023,Normandie,Total,55-59 ans,,219683,
2023,Normandie,Total,60 ans ou plus,,984424,
2023,Nouvelle-Aquitaine,F,20-24 ans,,155061,
2023,Nouvelle-Aquitaine,F,25-29 ans,,150273,
2023,Nouvelle-Aquitaine,F,30-34 ans,5,169643,290
2023,Nouvelle-Aquitaine,F,35-39 ans,1,181258,60
2023,Nouvelle-Aquitaine,F,40-44 ans,3,192386,160
2023,Nouvelle-Aquitaine,F,45-49 ans,3,193003,160
2023,Nouvelle-Aquitaine,F,50-54 ans,2,212228,90
2023,Nouvelle-Aquitaine,F,55-59 ans,,213832,
2023,Nouvelle-Aquitaine,F,60 ans ou plus,,1082578,
2023,Nouvelle-Aquitaine,M,20-24 ans,2,166493,120
2023,Nouvelle-Aquitaine,M,25-29 ans,10,151786,660
2023,Nouvelle-Aquitaine,M,30-34 ans,9,164722,550
2023,Nouvelle-Aquitaine,M,35-39 ans,2,173767,120
2023,Nouvelle-Aquitaine,M,40-44 ans,1,184683,50
2023,Nouvelle-Aquitaine,M,45-49 ans,4,186993,210
2023,Nouvelle-Aquitaine,M,50-54 ans,,204474,
2023,Nouvelle-Aquitaine,M,55-59 ans,,201810,
2023,Nouvelle-Aquitaine,M,60 ans ou plus,,867301,
2023,Nouvelle-Aquitaine,Non renseigne,20-24 ans,1,321554,30
2023,Nouvelle-Aquitaine,Non renseigne,25-29 ans,3,302059,100
2023,Nouvelle-Aquitaine,Non renseigne,30-34 ans,7,334365,210
2023,Nouvelle-Aquitaine,Non renseigne,35-39 ans,3,355025,80
2023,Nouvelle-Aquitaine,Non renseigne,40-44 ans,3,377069,80
2023,Nouvelle-Aquitaine,Non renseigne,45-49 ans,1,379996,30
2023,Nouvelle-Aquitaine,Non renseigne,50-54 ans,3,416702,70
2023,Nouvelle-Aquitaine,Total,20-24 ans,3,321554,90
2023,Nouvelle-Aquitaine,Total,25-29 ans,13,302059,430
2023,Nouvelle-Aquitaine,Total,30-34 ans,21,334365,630
2023,Nouvelle-Aquitaine,Total,35-39 ans,6,355025,170
2023,Nouvelle-Aquitaine,Total,40-44 ans,7,377069,190
2023,Nouvelle-Aquitaine,Total,45-49 ans,8,379996,210
2023,Nouvelle-Aquitaine,Total,50-54 ans,5,416702,120
2023,Nouvelle-Aquitaine,Total,55-59 ans,,415642,
2023,Nouvelle-Aquitaine,Total,60 ans ou plus,,1949879,
2023,Occitanie,F,20-24 ans,,167446,
2023,Occitanie,F,25-29 ans,,160825,
2023,Occitanie,F,30-34 ans,4,176683,230
2023,Occitanie,F,35-39 ans,,184797,
2023,Occitanie,F,40-44 ans,1,194300,50
2023,Occitanie,F,45-49 ans,,189138,
2023,Occitanie,F,50-54 ans,1,207705,50
2023,Occitanie,F,55-59 ans,1,210139,50
2023,Occitanie,F,60 ans ou plus,,1015889,
2023,Occitanie,M,20-24 ans,1,176233,60
2023,Occitanie,M,25-29 ans,3,162789,180
2023,Occitanie,M,30-34 ans,7,171167,410
2023,Occitanie,M,35-39 ans,2,175588,110
2023,Occitanie,M,40-44 ans,4,185223,220
2023,Occitanie,M,45-49 ans,3,182452,160
2023,Occitanie,M,50-54 ans,,199351,
2023,Occitanie,M,55-59 ans,,198147,
2023,Occitanie,M,60 ans ou plus,,824784,
2023,Occitanie,Non renseigne,25-29 ans,8,323614,250
2023,Occitanie,Non renseigne,30-34 ans,6,347850,170
2023,Occitanie,Non renseigne,35-39 ans,2,360385,60
2023,Occitanie,Non renseigne,40-44 ans,3,379523,80
2023,Occitanie,Non renseigne,55-59 ans,1,408286,20
2023,Occitanie,Total,20-24 ans,1,343679,30
2023,Occitanie,Total,25-29 ans,11,323614,340
2023,Occitanie,Total,30-34 ans,17,347850,490
2023,Occitanie,Total,35-39 ans,4,360385,110
2023,Occitanie,Total,40-44 ans,8,379523,210
2023,Occitanie,Total,45-49 ans,3,371590,80
2023,Occitanie,Total,50-54 ans,1,407056,20
2023,Occitanie,Total,55-59 ans,2,408286,50
2023,Occitanie,Total,60 ans ou plus,,1840673,
2023,Pays de la Loire,F,20-24 ans,,106230,
2023,Pays de la Loire,F,25-29 ans,1,101387,100
2023,Pays de la Loire,F,30-34 ans,,111734,
2023,Pays de la Loire,F,35-39 ans,,118913,
2023,Pays de la Loire,F,40-44 ans,1,125434,80
2023,Pays de la Loire,F,45-49 ans,1,122102,80
2023,Pays de la Loire,F,50-54 ans,1,128015,80
2023,Pays de la Loire,F,55-59 ans,1,123676,80
2023,Pays de la Loire,F,60 ans ou plus,,604434,
2023,Pays de la Loire,M,20-24 ans,,114036,
2023,Pays de la Loire,M,25-29 ans,3,103415,290
2023,Pays de la Loire,M,30-34 ans,8,112074,710
2023,Pays de la Loire,M,35-39 ans,3,116316,260
2023,Pays de la Loire,M,40-44 ans,,123473,
2023,Pays de la Loire,M,45-49 ans,3,122950,240
2023,Pays de la Loire,M,50-54 ans,2,127720,160
2023,Pays de la Loire,M,55-59 ans,1,120949,80
2023,Pays de la Loire,M,60 ans ou plus,,485431,
2023,Pays de la Loire,Non renseigne,25-29 ans,3,204802,150
2023,Pays de la Loire,Non renseigne,30-34 ans,3,223808,130
2023,Pays de la Loire,Non renseigne,35-39 ans,6,235229,260
2023,Pays de la Loire,Non renseigne,40-44 ans,1,248907,40
2023,Pays de la Loire,Non renseigne,45-49 ans,1,245052,40
2023,Pays de la Loire,Total,20-24 ans,,220266,
2023,Pays de la Loire,Total,25-29 ans,7,204802,340
2023,Pays de la Loire,Total,30-34 ans,11,223808,490
2023,Pays de la Loire,Total,35-39 ans,9,235229,380
2023,Pays de la Loire,Total,40-44 ans,2,248907,80
2023,Pays de la Loire,Total,45-49 ans,5,245052,200
2023,Pays de la Loire,Total,50-54 ans,3,255735,120
2023,Pays de la Loire,Total,55-59 ans,2,244625,80
2023,Pays de la Loire,Total,60 ans ou plus,,1089865,
2023,Provence-Alpes-Côte d'Azur,F,20-24 ans,,134201,
2023,Provence-Alpes-Côte d'Azur,F,25-29 ans,2,133398,150
2023,Provence-Alpes-Côte d'Azur,F,30-34 ans,4,153822,260
2023,Provence-Alpes-Côte d'Azur,F,35-39 ans,1,161413,60
2023,Provence-Alpes-Côte d'Azur,F,40-44 ans,2,166780,120
2023,Provence-Alpes-Côte d'Azur,F,45-49 ans,,161442,
2023,Provence-Alpes-Côte d'Azur,F,50-54 ans,1,178024,60
2023,Provence-Alpes-Côte d'Azur,F,55-59 ans,,184659,
2023,Provence-Alpes-Côte d'Azur,F,60 ans ou plus,,889463,
2023,Provence-Alpes-Côte d'Azur,M,20-24 ans,2,140210,140
2023,Provence-Alpes-Côte d'Azur,M,25-29 ans,7,131426,530
2023,Provence-Alpes-Côte d'Azur,M,30-34 ans,12,144587,830
2023,Provence-Alpes-Côte d'Azur,M,35-39 ans,5,149118,340
2023,Provence-Alpes-Côte d'Azur,M,40-44 ans,2,156764,130
2023,Provence-Alpes-Côte d'Azur,M,45-49 ans,2,153540,130
2023,Provence-Alpes-Côte d'Azur,M,50-54 ans,1,168712,60
2023,Provence-Alpes-Côte d'Azur,M,55-59 ans,1,168791,60
2023,Provence-Alpes-Côte d'Azur,M,60 ans ou plus,1,696838,10
2023,Provence-Alpes-Côte d'Azur,Non renseigne,25-29 ans,5,264824,190
2023,Provence-Alpes-Côte d'Azur,Non renseigne,30-34 ans,6,298409,200
2023,Provence-Alpes-Côte d'Azur,Non renseigne,35-39 ans,2,310531,60
2023,Provence-Alpes-Côte d'Azur,Non renseigne,40-44 ans,3,323544,90
2023,Provence-Alpes-Côte d'Azur,Non renseigne,45-49 ans,1,314982,30
2023,Provence-Alpes-Côte d'Azur,Non renseigne,55-59 ans,1,353450,30
2023,Provence-Alpes-Côte d'Azur,Non renseigne,60 ans ou plus,1,1586301,10
2023,Provence-Alpes-Côte d'Azur,Total,20-24 ans,2,274411,70
2023,Provence-Alpes-Côte d'Azur,Total,25-29 ans,14,264824,530
2023,Provence-Alpes-Côte d'Azur,Total,30-34 ans,22,298409,740
2023,Provence-Alpes-Côte d'Azur,Total,35-39 ans,8,310531,260
2023,Provence-Alpes-Côte d'Azur,Total,40-44 ans,7,323544,220
2023,Provence-Alpes-Côte d'Azur,Total,45-49 ans,3,314982,100
2023,Provence-Alpes-Côte d'Azur,Total,50-54 ans,2,346736,60
2023,Provence-Alpes-Côte d'Azur,Total,55-59 ans,2,353450,60
2023,Provence-Alpes-Côte d'Azur,Total,60 ans ou plus,2,1586301,10
2023,Île-de-France,F,20-24 ans,2,427737,50
2023,Île-de-France,F,25-29 ans,25,437192,570
2023,Île-de-France,F,30-34 ans,52,464314,1120
2023,Île-de-France,F,35-39 ans,30,451905,660
2023,Île-de-France,F,40-44 ans,20,437677,460
2023,Île-de-France,F,45-49 ans,13,409558,320
2023,Île-de-France,F,50-54 ans,4,407088,100
2023,Île-de-France,F,55-59 ans,2,390975,50
2023,Île-de-France,F,60 ans ou plus,,1470656,
2023,Île-de-France,M,20-24 ans,5,416143,120
2023,Île-de-France,M,25-29 ans,60,417066,1440
2023,Île-de-France,M,30-34 ans,66,438217,1510
2023,Île-de-France,M,35-39 ans,46,419535,1100
2023,Île-de-France,M,40-44 ans,35,414697,840
2023,Île-de-France,M,45-49 ans,20,404740,490
2023,Île-de-France,M,50-54 ans,14,395238,350
2023,Île-de-France,M,55-59 ans,9,369436,240
2023,Île-de-France,M,60 ans ou plus,8,1159282,70
2023,Île-de-France,Non renseigne,20-24 ans,1,843880,10
2023,Île-de-France,Non renseigne,25-29 ans,47,854258,550
2023,Île-de-France,Non renseigne,30-34 ans,46,902531,510
2023,Île-de-France,Non renseigne,35-39 ans,37,871440,420
2023,Île-de-France,Non renseigne,40-44 ans,30,852374,350
2023,Île-de-France,Non renseigne,45-49 ans,17,814298,210
2023,Île-de-France,Non renseigne,50-54 ans,16,802326,200
2023,Île-de-France,Non renseigne,55-59 ans,12,760411,160
2023,Île-de-France,Non renseigne,60 ans ou plus,5,2629938,20
2023,Île-de-France,Total,20-24 ans,8,843880,90
2023,Île-de-France,Total,25-29 ans,132,854258,1550
2023,Île-de-France,Total,30-34 ans,164,902531,1820
2023,Île-de-France,Total,35-39 ans,113,871440,1300
2023,Île-de-France,Total,40-44 ans,85,852374,1000
2023,Île-de-France,Total,45-49 ans,50,814298,610
2023,Île-de-France,Total,50-54 ans,34,802326,420
2023,Île-de-France,Total,55-59 ans,23,760411,300
2023,Île-de-France,Total,60 ans ou plus,13,2629938,50
2024,Auvergne-Rhône-Alpes,F,20-24 ans,1,229109,40
2024,Auvergne-Rhône-Alpes,F,25-29 ans,9,230279,390
2024,Auvergne-Rhône-Alpes,F,30-34 ans,1,251551,40
2024,Auvergne-Rhône-Alpes,F,35-39 ans,2,267546,70
2024,Auvergne-Rhône-Alpes,F,40-44 ans,1,272399,40
2024,Auvergne-Rhône-Alpes,F,45-49 ans,1,251139,40
2024,Auvergne-Rhône-Alpes,F,50-54 ans,,274786,
2024,Auvergne-Rhône-Alpes,F,55-59 ans,,267544,
2024,Auvergne-Rhône-Alpes,F,60 ans ou plus,,1231228,
2024,Auvergne-Rhône-Alpes,M,20-24 ans,7,241352,290
2024,Auvergne-Rhône-Alpes,M,25-29 ans,21,233708,900
2024,Auvergne-Rhône-Alpes,M,30-34 ans,12,248470,480
2024,Auvergne-Rhône-Alpes,M,35-39 ans,7,258138,270
2024,Auvergne-Rhône-Alpes,M,40-44 ans,8,261660,310
2024,Auvergne-Rhône-Alpes,M,45-49 ans,7,249055,280
2024,Auvergne-Rhône-Alpes,M,50-54 ans,2,273015,70
2024,Auvergne-Rhône-Alpes,M,55-59 ans,,262549,
2024,Auvergne-Rhône-Alpes,M,60 ans ou plus,2,996750,20
2024,Auvergne-Rhône-Alpes,Non renseigne,20-24 ans,1,470461,20
2024,Auvergne-Rhône-Alpes,Non renseigne,35-39 ans,1,525684,20
2024,Auvergne-Rhône-Alpes,Non renseigne,40-44 ans,2,534059,40
2024,Auvergne-Rhône-Alpes,Non renseigne,50-54 ans,1,547801,20
2024,Auvergne-Rhône-Alpes,Non renseigne,55-59 ans,1,530093,20
2024,Auvergne-Rhône-Alpes,Total,20-24 ans,9,470461,190
2024,Auvergne-Rhône-Alpes,Total,25-29 ans,30,463987,650
